document_index,ind,source_id,split_type,activity_label,label,char_start,char_end_exclusive
2169,33118,activitynet~v_ZlHaPkhGr_g,zeroshot,Playing harmonica,3,384403,384612
2170,33120,activitynet~v_ZlHaPkhGr_g,zeroshot,Playing harmonica,1,384614,384824
2171,33121,activitynet~v_ZlHaPkhGr_g,zeroshot,Playing harmonica,2,384826,385027
2172,33123,activitynet~v_ZoKZTceDTLA,indomain,Laying tile,2,385029,385163
2173,33157,activitynet~v__0sDAdyMtnk,zeroshot,Playing violin,0,385165,385274
2174,33158,activitynet~v__0sDAdyMtnk,zeroshot,Playing violin,3,385276,385446
2175,33159,activitynet~v__0sDAdyMtnk,zeroshot,Playing violin,1,385448,385618
2176,33160,activitynet~v__0sDAdyMtnk,zeroshot,Playing violin,1,385620,385753
2177,33165,activitynet~v__4CLYKFzmoY,zeroshot,Playing violin,0,385755,385911
2178,33167,activitynet~v__5by7Is4JEU,indomain,Rope skipping,0,385913,386061
2179,33171,activitynet~v__9e948mdwrs,indomain,Blowing leaves,0,386063,386139
2180,33184,activitynet~v__EKqIcXdW04,indomain,Kneeling,1,386141,386231
2181,33215,activitynet~v___c8enCfzqw,indomain,Blow-drying hair,3,386233,386533
2182,33216,activitynet~v___c8enCfzqw,indomain,Blow-drying hair,0,386535,386784
2183,33219,activitynet~v__g2D5oXLCZI,zeroshot,Layup drill in basketball,2,386786,386909
2184,33226,activitynet~v_a2k-AgrAppg,zeroshot,Having an ice cream,3,386911,387070
2185,33260,activitynet~v_aVJRaXUjsEE,indomain,Beer pong,0,387072,387192
2186,33261,activitynet~v_aVJRaXUjsEE,indomain,Beer pong,0,387194,387322
2187,33262,activitynet~v_aVJRaXUjsEE,indomain,Beer pong,0,387324,387662
2188,33294,activitynet~v_arfBwR8qgPw,zeroshot,High jump,0,387664,387846
2189,33340,activitynet~v_b8ftOk8tKxg,zeroshot,Washing face,3,387848,387986
2190,33374,activitynet~v_bQVMoeBK7XU,indomain,Applying sunscreen,1,387988,388200
2191,33395,activitynet~v_bru03d1k6DY,zeroshot,Ice fishing,1,388202,388380
2192,33396,activitynet~v_bru03d1k6DY,zeroshot,Ice fishing,1,388382,388543
2193,33397,activitynet~v_bru03d1k6DY,zeroshot,Ice fishing,1,388545,388684
2194,33432,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,3,388686,388779
2195,33435,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,0,388781,388926
2196,33437,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,1,388928,389075
2197,33439,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,0,389077,389244
2198,33440,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,0,389246,389451
2199,33441,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,0,389453,389685
2200,33442,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,2,389687,389891
2201,33443,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,0,389893,390070
2202,33444,activitynet~v_cGNkR-JvaJs,indomain,Playing pool,2,390072,390223
2203,33448,activitynet~v_cJyl4yqFuK0,zeroshot,Washing face,0,390225,390366
2204,33503,activitynet~v_d7gTlJhEwrM,indomain,Long jump,2,390368,390509
2205,33548,activitynet~v_dtvIQ9Pd-Bg,zeroshot,Sharpening knives,2,390511,390667
2206,33561,activitynet~v_e-Z9xiEQqPQ,indomain,Horseback riding,2,390669,390779
2207,33563,activitynet~v_e-Z9xiEQqPQ,indomain,Horseback riding,1,390781,390924
2208,33571,activitynet~v_e1tC-0BSwV4,indomain,Making a lemonade,0,390926,391103
2209,33600,activitynet~v_eElKkhIJXCs,indomain,Playing lacrosse,1,391105,391182
2210,33614,activitynet~v_eMQ5sazq-q0,zeroshot,Cutting the grass,0,391184,391280
2211,33617,activitynet~v_eNE8O5cgYuE,zeroshot,Running a marathon,1,391282,391437
2212,33619,activitynet~v_eNE8O5cgYuE,zeroshot,Running a marathon,2,391439,391643
2213,33663,activitynet~v_f0lxilPpXeM,zeroshot,Gargling mouthwash,1,391645,391794
2214,33715,activitynet~v_fU2mbWwVSXU,zeroshot,Sharpening knives,0,391796,392047
2215,33725,activitynet~v_fZc3tkvUJe0,zeroshot,Sharpening knives,2,392049,392215
2216,33726,activitynet~v_fZzswQaICfM,indomain,Hopscotch,2,392217,392358
2217,33728,activitynet~v_fZzswQaICfM,indomain,Hopscotch,3,392360,392655
2218,33751,activitynet~v_fvUQQF5S4Dg,zeroshot,Having an ice cream,0,392657,392838
2219,33764,activitynet~v_gC4B1Az2Mk0,zeroshot,Having an ice cream,1,392840,392967
2220,33830,activitynet~v_h15m87WsCHQ,indomain,Playing ice hockey,3,392969,393132
2221,33863,activitynet~v_hS7VEMlJ4N0,zeroshot,High jump,0,393134,393271
2222,33874,activitynet~v_hY73M6hJqgU,indomain,Baking cookies,1,393273,393476
2223,33875,activitynet~v_hY73M6hJqgU,indomain,Baking cookies,3,393478,393684
2224,33878,activitynet~v_hg-wVv7XSFo,indomain,Braiding hair,0,393686,393785
2225,33879,activitynet~v_hg-wVv7XSFo,indomain,Braiding hair,0,393787,393950
2226,33880,activitynet~v_hg-wVv7XSFo,indomain,Braiding hair,2,393952,394140
2227,33903,activitynet~v_hwY9jvSjC9I,indomain,Putting on shoes,1,394142,394324
2228,34029,activitynet~v_jkWqhnD8hyQ,indomain,Painting furniture,3,394326,394398
2229,34032,activitynet~v_jkWqhnD8hyQ,indomain,Painting furniture,3,394400,394552
2230,34033,activitynet~v_jkWqhnD8hyQ,indomain,Painting furniture,2,394554,394757
2231,34034,activitynet~v_jkWqhnD8hyQ,indomain,Painting furniture,2,394759,394902
2232,34074,activitynet~v_jsofzMPb0i4,zeroshot,Layup drill in basketball,3,394904,395140
2233,34075,activitynet~v_jsofzMPb0i4,zeroshot,Layup drill in basketball,2,395142,395377
2234,34076,activitynet~v_jsofzMPb0i4,zeroshot,Layup drill in basketball,1,395379,395617
2235,34077,activitynet~v_jsofzMPb0i4,zeroshot,Layup drill in basketball,1,395619,395845
2236,34140,activitynet~v_kliGNOFLJSk,indomain,Capoeira,2,395847,396047
2237,34161,activitynet~v_kuyuhXuMPX4,indomain,Shoveling snow,2,396049,396214
2238,34163,activitynet~v_kuyuhXuMPX4,indomain,Shoveling snow,1,396216,396349
2239,34167,activitynet~v_kyMsxlpBjlY,indomain,Mowing the lawn,0,396351,396524
2240,34168,activitynet~v_kyMsxlpBjlY,indomain,Mowing the lawn,2,396526,396757
2241,34169,activitynet~v_kyMsxlpBjlY,indomain,Mowing the lawn,0,396759,396950
2242,34178,activitynet~v_l5qCvYE1-tA,zeroshot,High jump,2,396952,397125
2243,34195,activitynet~v_lBXRkMZfIXk,zeroshot,Sharpening knives,2,397127,397385
2244,34218,activitynet~v_lTFCUuLtUJs,zeroshot,Running a marathon,1,397387,397591
2245,34360,activitynet~v_nA9MM4baSdc,zeroshot,Playing harmonica,1,397593,397695
2246,34366,activitynet~v_nEAypudaSFs,zeroshot,Playing harmonica,2,397697,397948
2247,34417,activitynet~v_nxNJNn8blDw,indomain,Installing carpet,2,397950,398172
2248,34418,activitynet~v_nxNJNn8blDw,indomain,Installing carpet,2,398174,398455
2249,34419,activitynet~v_nxNJNn8blDw,indomain,Installing carpet,1,398457,398685
2250,34420,activitynet~v_nxNJNn8blDw,indomain,Installing carpet,2,398687,398881
2251,34421,activitynet~v_nxNJNn8blDw,indomain,Installing carpet,2,398883,399180
2252,34422,activitynet~v_nxNir9CE3zI,indomain,Kayaking,0,399182,399290
2253,34475,activitynet~v_offWBoR4Ggg,indomain,Futsal,1,399292,399559
2254,34476,activitynet~v_ofrkSTRhCE4,zeroshot,Running a marathon,3,399561,399755
2255,34494,activitynet~v_om1vXrpctVE,indomain,Sumo,1,399757,399985
2256,34505,activitynet~v_opGZh9nUlWA,indomain,Ballet,3,399987,400053
2257,34507,activitynet~v_opGZh9nUlWA,indomain,Ballet,3,400055,400200
2258,34557,activitynet~v_pHAIrx_cRFU,zeroshot,Sharpening knives,3,400202,400327
2259,34558,activitynet~v_pHAIrx_cRFU,zeroshot,Sharpening knives,2,400329,400505
2260,34560,activitynet~v_pHAIrx_cRFU,zeroshot,Sharpening knives,2,400507,400671
2261,34561,activitynet~v_pHAIrx_cRFU,zeroshot,Sharpening knives,0,400673,400843
2262,34562,activitynet~v_pHAIrx_cRFU,zeroshot,Sharpening knives,1,400845,401006
2263,34669,activitynet~v_qemvXlRMQgM,indomain,Smoking hookah,3,401008,401162
2264,34670,activitynet~v_qemvXlRMQgM,indomain,Smoking hookah,1,401164,401358
2265,34677,activitynet~v_qlbuekEsXL4,indomain,Calf roping,3,401360,401445
2266,34720,activitynet~v_rBsRSdPFOww,zeroshot,Sharpening knives,3,401447,401772
2267,34783,activitynet~v_rt1kYX3slRI,indomain,Using parallel bars,3,401774,401983
2268,34834,activitynet~v_sHx5UcQQ1kU,zeroshot,Sharpening knives,0,401985,402240
2269,34871,activitynet~v_suwVnxHZtI8,indomain,Snow tubing,0,402242,402334
2270,34873,activitynet~v_suwVnxHZtI8,indomain,Snow tubing,1,402336,402529
2271,34961,activitynet~v_tjuYS-6UC_M,indomain,Hitting a pinata,0,402531,402636
2272,34962,activitynet~v_tjuYS-6UC_M,indomain,Hitting a pinata,1,402638,402781
2273,35083,activitynet~v_uu4_cV49pMI,zeroshot,Running a marathon,0,402783,402935
2274,35088,activitynet~v_uwGcEaW3z3Q,zeroshot,Clean and jerk,3,402937,403016
2275,35089,activitynet~v_uwGcEaW3z3Q,zeroshot,Clean and jerk,1,403018,403162
2276,35095,activitynet~v_v0mUPr68x2U,indomain,Swimming,1,403164,403321
2277,35127,activitynet~v_vPhAXENSjiw,indomain,Cheerleading,0,403323,403428
2278,35128,activitynet~v_vPhAXENSjiw,indomain,Cheerleading,0,403430,403604
2279,35131,activitynet~v_vPhAXENSjiw,indomain,Cheerleading,2,403606,403782
2280,35132,activitynet~v_vPhAXENSjiw,indomain,Cheerleading,3,403784,404012
2281,35138,activitynet~v_vdYFwqfqgJA,indomain,Playing ice hockey,2,404014,404157
2282,35139,activitynet~v_vdYFwqfqgJA,indomain,Playing ice hockey,3,404159,404401
2283,35147,activitynet~v_voaGOm-rl9Y,indomain,Shoveling snow,3,404403,404522
2284,35167,activitynet~v_wAt_OsQe-qM,zeroshot,Playing violin,2,404524,404645
2285,35240,activitynet~v_x2FfKHiN_3s,zeroshot,Ice fishing,2,404647,404922
2286,35259,activitynet~v_xF7etZzLFbY,zeroshot,Cutting the grass,2,404924,405049
2287,35260,activitynet~v_xF7etZzLFbY,zeroshot,Cutting the grass,1,405051,405218
2288,35338,activitynet~v_y7WO-8cQfO0,indomain,Rope skipping,2,405220,405358
2289,35340,activitynet~v_y7WO-8cQfO0,indomain,Rope skipping,3,405360,405579
2290,35342,activitynet~v_y7WO-8cQfO0,indomain,Rope skipping,2,405581,405811
2291,35357,activitynet~v_yGPzIGJ_2B8,zeroshot,Cutting the grass,2,405813,406024
2292,35362,activitynet~v_yNHc-xADBm8,indomain,Starting a campfire,1,406026,406097
2293,35364,activitynet~v_yNHc-xADBm8,indomain,Starting a campfire,0,406099,406248
2294,35403,activitynet~v_z5bc9KKiAGI,indomain,Throwing darts,3,406250,406350
2295,35416,activitynet~v_zBtmE0BAjGE,indomain,Cleaning sink,1,406352,406620
2296,35417,activitynet~v_zE1l4avJZaU,indomain,Wrapping presents,1,406622,406705
2297,35418,activitynet~v_zE1l4avJZaU,indomain,Wrapping presents,3,406707,406836
2298,35427,activitynet~v_zL0L9Faa5CA,zeroshot,High jump,2,406838,407014
2299,35445,activitynet~v_zUPadKgtYHw,zeroshot,Running a marathon,0,407016,407143
2300,35471,activitynet~v_zm8gZpwZkRE,indomain,Playing drums,2,407145,407205
2301,35516,activitynet~v_-TubttTNt90,zeroshot,Sharpening knives,2,407207,407307
2302,35537,activitynet~v_-jNouTszLJ0,indomain,Beer pong,0,407309,407416
2303,35564,activitynet~v_0GWJ-VHFlTk,zeroshot,Layup drill in basketball,3,407418,407529
2304,35565,activitynet~v_0GWJ-VHFlTk,zeroshot,Layup drill in basketball,1,407531,407694
2305,35607,activitynet~v_1X4hgrBjw-U,zeroshot,Having an ice cream,0,407696,407785
2306,35608,activitynet~v_1X4hgrBjw-U,zeroshot,Having an ice cream,3,407787,407922
2307,35612,activitynet~v_1dvrNvxw43Q,zeroshot,Ice fishing,3,407924,408005
2308,35613,activitynet~v_1dvrNvxw43Q,zeroshot,Ice fishing,2,408007,408167
2309,35616,activitynet~v_1hiyhNqakMI,zeroshot,Cutting the grass,2,408169,408283
2310,35617,activitynet~v_1hiyhNqakMI,zeroshot,Cutting the grass,3,408285,408436
2311,35643,activitynet~v_2sbF8W0_bbg,indomain,Smoking hookah,3,408438,408498
2312,35644,activitynet~v_2sbF8W0_bbg,indomain,Smoking hookah,3,408500,408597
2313,35710,activitynet~v_4T8uFygBeNo,indomain,Longboarding,2,408599,408749
2314,35718,activitynet~v_4YJ_L7jqgoA,zeroshot,Clean and jerk,0,408751,408881
2315,35749,activitynet~v_5OWJ7WqKWMU,indomain,Brushing teeth,0,408883,409097
2316,35776,activitynet~v_6Kp_fvkZWTE,zeroshot,High jump,2,409099,409163
2317,35815,activitynet~v_7RESODKApso,zeroshot,Ice fishing,1,409165,409254
2318,35816,activitynet~v_7RESODKApso,zeroshot,Ice fishing,2,409256,409432
2319,35890,activitynet~v_9njq_aC4AS4,indomain,Disc dog,1,409434,409624
2320,35901,activitynet~v_A8KtrGjBodw,indomain,Drinking beer,1,409626,409739
2321,35910,activitynet~v_AMMECm7Huhk,zeroshot,Having an ice cream,0,409741,409990
2322,35911,activitynet~v_AMMECm7Huhk,zeroshot,Having an ice cream,1,409992,410191
2323,35912,activitynet~v_AMMECm7Huhk,zeroshot,Having an ice cream,0,410193,410371
2324,35913,activitynet~v_AMMECm7Huhk,zeroshot,Having an ice cream,3,410373,410632
2325,35963,activitynet~v_BzxK6r4UG5k,zeroshot,Clean and jerk,2,410634,410724
2326,35964,activitynet~v_BzxK6r4UG5k,zeroshot,Clean and jerk,0,410726,410863
2327,35971,activitynet~v_CN01Gm2Yc4k,indomain,Doing crunches,3,410865,411038
2328,35972,activitynet~v_CN01Gm2Yc4k,indomain,Doing crunches,2,411040,411235
2329,35990,activitynet~v_CnrvRF_N7fU,indomain,Using the rowing machine,1,411237,411522
2330,36007,activitynet~v_D2TQ_RR2Q50,zeroshot,Running a marathon,0,411524,411693
2331,36014,activitynet~v_DJE9nX2qKYs,zeroshot,Clean and jerk,3,411695,411781
2332,36021,activitynet~v_DRSH-_Ye9eE,indomain,Playing lacrosse,1,411783,412155
2333,36043,activitynet~v_DjT4-5H3xDQ,zeroshot,Sharpening knives,1,412157,412299
2334,36044,activitynet~v_DjT4-5H3xDQ,zeroshot,Sharpening knives,3,412301,412433
2335,36045,activitynet~v_DjT4-5H3xDQ,zeroshot,Sharpening knives,0,412435,412647
2336,36048,activitynet~v_DjT4-5H3xDQ,zeroshot,Sharpening knives,2,412649,412910
2337,36051,activitynet~v_E0niuPtg16o,zeroshot,Layup drill in basketball,1,412912,413029
2338,36052,activitynet~v_E0niuPtg16o,zeroshot,Layup drill in basketball,2,413031,413215
2339,36095,activitynet~v_FIw076A69Oc,indomain,Using parallel bars,3,413217,413308
2340,36100,activitynet~v_FLZPaPf027E,zeroshot,Playing harmonica,2,413310,413463
2341,36114,activitynet~v_FZk40J_drws,zeroshot,Running a marathon,0,413465,413616
2342,36123,activitynet~v_FsS8cQbfKTQ,indomain,Pole vault,0,413618,413710
2343,36124,activitynet~v_FsS8cQbfKTQ,indomain,Pole vault,2,413712,413842
2344,36125,activitynet~v_G71xFbDSSno,zeroshot,Washing face,0,413844,413973
2345,36126,activitynet~v_G71xFbDSSno,zeroshot,Washing face,2,413975,414178
2346,36193,activitynet~v_HwRiUpC5mf4,indomain,Camel ride,2,414180,414242
2347,36196,activitynet~v_HwRiUpC5mf4,indomain,Camel ride,1,414244,414412
2348,36198,activitynet~v_HwRiUpC5mf4,indomain,Camel ride,1,414414,414569
2349,36203,activitynet~v_I4y6q9oIIQo,zeroshot,Washing face,2,414571,414681
2350,36205,activitynet~v_I52lhI6txNo,indomain,Snow tubing,2,414683,414771
2351,36228,activitynet~v_IjULOynkK5I,indomain,Spinning,2,414773,414856
2352,36238,activitynet~v_J2gJYNO2qh8,indomain,Making a cake,3,414858,415039
2353,36239,activitynet~v_J2gJYNO2qh8,indomain,Making a cake,3,415041,415261
2354,36240,activitynet~v_J2gJYNO2qh8,indomain,Making a cake,0,415263,415575
2355,36242,activitynet~v_J4hnBPgwDlw,zeroshot,Gargling mouthwash,1,415577,415734
2356,36248,activitynet~v_JHITVq5zJOM,indomain,Playing beach volleyball,0,415736,415829
2357,36249,activitynet~v_JHITVq5zJOM,indomain,Playing beach volleyball,0,415831,415971
2358,36288,activitynet~v_KiKZEKwn4Aw,indomain,Skiing,1,415973,416046
2359,36314,activitynet~v_Lf3oTCD4d08,indomain,Ironing clothes,1,416048,416220
2360,36357,activitynet~v_NiinNJg-uyg,indomain,Playing lacrosse,2,416222,416309
2361,36431,activitynet~v_PKYg6_rs3LQ,indomain,Chopping wood,0,416311,416370
2362,36433,activitynet~v_PKYg6_rs3LQ,indomain,Chopping wood,0,416372,416522
2363,36438,activitynet~v_PVdd6E1S0Yc,zeroshot,Washing face,0,416524,416637
2364,36439,activitynet~v_PVdd6E1S0Yc,zeroshot,Washing face,1,416639,416789
2365,36526,activitynet~v_RihO8i98QJg,indomain,Dodgeball,3,416791,416912
2366,36527,activitynet~v_Rj_SwlpOhNk,indomain,Canoeing,0,416914,417049
2367,36541,activitynet~v_S5MD51gg-vA,indomain,Tennis serve with ball bouncing,2,417051,417243
2368,36548,activitynet~v_SGQQSH88isc,indomain,Throwing darts,3,417245,417369
2369,36562,activitynet~v_S_1_ZSMxRfg,indomain,Making a sandwich,0,417371,417447
2370,36563,activitynet~v_S_1_ZSMxRfg,indomain,Making a sandwich,2,417449,417701
2371,36564,activitynet~v_S_1_ZSMxRfg,indomain,Making a sandwich,3,417703,417990
2372,36578,activitynet~v_TIEzvhv6xaI,indomain,Volleyball,2,417992,418082
2373,36579,activitynet~v_TIEzvhv6xaI,indomain,Volleyball,0,418084,418228
2374,36590,activitynet~v_TnvAN5iwpIw,indomain,Playing saxophone,2,418230,418451
2375,36591,activitynet~v_TnvAN5iwpIw,indomain,Playing saxophone,2,418453,418765
2376,36592,activitynet~v_TnvAN5iwpIw,indomain,Playing saxophone,2,418767,419006
2377,36615,activitynet~v_UIPTzsWiGSU,zeroshot,Having an ice cream,0,419008,419207
2378,36639,activitynet~v_Ue90f5r-2Qw,zeroshot,Playing violin,2,419209,419288
2379,36677,activitynet~v_VpZ3PaLi2RQ,zeroshot,Cutting the grass,0,419290,419522
2380,36774,activitynet~v_YveUW4bLL5A,indomain,Vacuuming floor,1,419524,419703
2381,36775,activitynet~v_YveUW4bLL5A,indomain,Vacuuming floor,2,419705,419898
2382,36778,activitynet~v_Z1img-5JbDo,zeroshot,High jump,2,419900,420050
2383,36783,activitynet~v_ZFJkIiqOErk,indomain,Dodgeball,0,420052,420205
2384,36789,activitynet~v_ZHOPn9lONHA,indomain,Doing crunches,1,420207,420402
2385,36802,activitynet~v_Zc7uU4Qwolc,zeroshot,Playing violin,0,420404,420477
2386,36803,activitynet~v_Zc7uU4Qwolc,zeroshot,Playing violin,2,420479,420619
2387,36820,activitynet~v_Zzj03Cew2vk,indomain,Applying sunscreen,0,420621,420697
2388,36821,activitynet~v_Zzj03Cew2vk,indomain,Applying sunscreen,1,420699,420802
2389,36822,activitynet~v_Zzj03Cew2vk,indomain,Applying sunscreen,2,420804,420954
2390,36833,activitynet~v__MR8G1jwM4o,indomain,Elliptical trainer,3,420956,421115
2391,36863,activitynet~v_aIXUWoP-L-E,zeroshot,Cutting the grass,3,421117,421329
2392,36890,activitynet~v_b4b6YkxsHk4,indomain,Shuffleboard,1,421331,421563
2393,36891,activitynet~v_b4b6YkxsHk4,indomain,Shuffleboard,3,421565,421739
2394,36901,activitynet~v_bBtzyRzk0UM,indomain,Ballet,0,421741,421894
2395,36918,activitynet~v_bZ4r3Y_qceE,indomain,Triple jump,0,421896,422020
2396,36919,activitynet~v_bZ4r3Y_qceE,indomain,Triple jump,3,422022,422183
2397,36960,activitynet~v_dEG-OgH9zmU,indomain,Scuba diving,3,422185,422263
2398,37007,activitynet~v_eUxFTEeNIGg,indomain,Rope skipping,2,422265,422365
2399,37012,activitynet~v_egT7FYHlWho,indomain,Cleaning windows,2,422367,422441
2400,37013,activitynet~v_egT7FYHlWho,indomain,Cleaning windows,0,422443,422564
2401,37028,activitynet~v_eyBSKNXo6Vo,indomain,Waterskiing,1,422566,422789
2402,37052,activitynet~v_fDPNV463JuE,indomain,Paintball,2,422791,423038
2403,37065,activitynet~v_ffUtqOyJ7fM,zeroshot,Washing face,0,423040,423164
2404,37066,activitynet~v_ffUtqOyJ7fM,zeroshot,Washing face,3,423166,423370
2405,37067,activitynet~v_fgIJnjuMyoc,indomain,Surfing,3,423372,423453
2406,37068,activitynet~v_fgIJnjuMyoc,indomain,Surfing,1,423455,423580
2407,37075,activitynet~v_fpIcr1RaEDc,indomain,Using parallel bars,3,423582,423742
2408,37081,activitynet~v_g7glOdM6BYo,indomain,Clipping cat claws,3,423744,423844
2409,37101,activitynet~v_gXAMD_KxXII,indomain,Polishing shoes,3,423846,423995
2410,37115,activitynet~v_gwZleaX_ZR8,indomain,Plataform diving,3,423997,424114
2411,37120,activitynet~v_h2xV6mTpUCM,zeroshot,Washing face,0,424116,424291
2412,37124,activitynet~v_h4SzYWJUqVQ,indomain,Installing carpet,2,424293,424509
2413,37129,activitynet~v_hGziyfXmotc,zeroshot,Playing violin,2,424511,424652
2414,37135,activitynet~v_hRuHqoXEvsI,indomain,Baton twirling,2,424654,424819
2415,37150,activitynet~v_hpZ5XnuiRPw,zeroshot,Playing harmonica,1,424821,424939
2416,37241,activitynet~v_kt3hzGla8r4,indomain,Playing guitarra,2,424941,425202
2417,37252,activitynet~v_l9HcwQPNvWo,zeroshot,Playing harmonica,0,425204,425352
2418,37328,activitynet~v_mwDQENGsvd8,indomain,Playing drums,2,425354,425472
2419,37342,activitynet~v_naCGjbEz1T8,indomain,Making a lemonade,2,425474,425624
2420,37351,activitynet~v_nw32dno_RcM,indomain,Spinning,3,425626,425759
2421,37363,activitynet~v_oA_uJ9gLvUQ,zeroshot,Sharpening knives,1,425761,425871
2422,37364,activitynet~v_oA_uJ9gLvUQ,zeroshot,Sharpening knives,3,425873,426042
2423,37365,activitynet~v_oA_uJ9gLvUQ,zeroshot,Sharpening knives,3,426044,426195
2424,37384,activitynet~v_ooCciCGrdcA,indomain,Playing badminton,0,426197,426350
2425,37385,activitynet~v_ooCciCGrdcA,indomain,Playing badminton,3,426352,426550
2426,37386,activitynet~v_ooCciCGrdcA,indomain,Playing badminton,1,426552,426838
2427,37394,activitynet~v_otWTm1_aAqI,indomain,Using the pommel horse,1,426840,426962
2428,37395,activitynet~v_oy1XjDer7o4,zeroshot,Cutting the grass,0,426964,427065
2429,37396,activitynet~v_oy1XjDer7o4,zeroshot,Cutting the grass,0,427067,427230
2430,37397,activitynet~v_oy1XjDer7o4,zeroshot,Cutting the grass,3,427232,427380
2431,37398,activitynet~v_oy1XjDer7o4,zeroshot,Cutting the grass,3,427382,427540
2432,37444,activitynet~v_q_nBBJS-eJo,indomain,Painting furniture,1,427542,427674
2433,37475,activitynet~v_rWdXyKZnL2U,zeroshot,Playing violin,2,427676,427794
2434,37508,activitynet~v_sQwx_m8Vghw,indomain,Fixing bicycle,2,427796,427929
2435,37509,activitynet~v_sQwx_m8Vghw,indomain,Fixing bicycle,2,427931,428198
2436,37527,activitynet~v_sgUMHHuAhZg,indomain,Capoeira,2,428200,428284
2437,37549,activitynet~v_swkSdgwCxHs,zeroshot,High jump,2,428286,428430
2438,37564,activitynet~v_t1U8fJVEztQ,zeroshot,Running a marathon,0,428432,428555
